Date,MA,RSI(*10^2),WR,ROC,MACD(*10^2)
5/9/17,0.446357216,83.24081171,0,0.261238672,48.54529095
5/10/17,0.409538425,88.45855936,0,0.368679252,60.4285456
5/11/17,0.386506774,88.45855936,0,0.367834585,70.45917371
5/12/17,0.449830041,88.45855936,0,0.370058966,72.24832267
5/13/17,0.512753568,66.19810566,0.115080619,0.329272328,60.30570353
5/14/17,0.49005609,66.19810566,0.127926231,0.253422648,48.09145099
5/15/17,0.5173875,66.19810566,0.128457203,0.225830912,36.14662274
5/16/17,0.571121501,66.19810566,0.235857976,0.201362285,19.21533455
5/17/17,0.570057155,66.19810566,0.067085777,0.198365378,13.96839996
5/18/17,0.619036051,66.19810566,0.145108783,0.163463899,4.551099278
5/19/17,0.502835247,75.67135306,0,0.291536124,18.66370629
5/20/17,0.471290052,75.67135306,0,0.336644304,35.74612393
5/21/17,0.418901989,75.67135306,0.106890121,0.22444012,36.42363507
5/22/17,0.442200095,75.67135306,0,0.266223919,42.7686151
5/23/17,0.276873865,77.5388798,0,0.297707262,66.94262728
5/24/17,0.341110535,77.5388798,0.057210732,0.239061885,71.71492142
5/25/17,0.35114618,77.5388798,0,0.305197532,84.6251939
5/26/17,0.393350089,52.93041503,0.270343064,0.248350287,62.69535821
5/27/17,0.449320481,52.93041503,0.165675011,0.283453709,50.95976788
5/28/17,0.495236734,52.93041503,0.299650083,0.232011685,26.36985293
5/29/17,0.549888116,52.93041503,0.171675403,0.308734246,16.62312549
5/30/17,0.581592051,52.93041503,0.161110827,0.266964827,7.863827269
5/31/17,0.638245614,52.93041503,0.167884547,0.281367456,-2.155137155
6/1/17,0.574367456,52.93041503,0,0.22315453,2.550215961
6/2/17,0.588703572,52.93041503,0,0.173909353,3.133891624
6/3/17,0.522122971,52.93041503,0,0.257325202,14.5170173
6/4/17,0.515543096,52.93041503,0.022045397,0.203529201,16.03028122
6/5/17,0.455634637,42.75712732,0,0.105703818,14.17052976
6/6/17,0.283756683,66.87616613,0,0.277883322,53.7123226
6/7/17,0.326034512,61.83121429,0.316358723,0.116334553,43.97859496
6/8/17,0.356643317,61.83121429,0.290126253,0.212955728,33.95595424
6/9/17,0.420330442,61.83121429,0.080863012,0.240225676,40.32723902
6/10/17,0.478848054,61.83121429,0.054960209,0.297491003,40.39196451
6/11/17,0.478590836,61.83121429,0,0.273602048,40.92358086
6/12/17,0.514582068,59.48557514,0.393269914,0.16054666,4.074838802
6/13/17,0.567995299,59.48557514,0.24554574,0.202215457,-11.97416439
6/14/17,0.530058423,59.48557514,0.385732654,0.127855899,-31.05427113
6/15/17,0.526100941,57.31114879,0.933394209,0.01350672,-79.21334751
6/16/17,0.500901252,57.31114879,0.950718894,-0.024074029,-106.389821
6/17/17,0.493412302,57.31114879,0.922262919,-0.015194957,-119.9601421
6/18/17,0.492036831,57.31114879,0.857702428,-0.00875291,-121.9155637
6/19/17,0.505766699,35.40882597,0.616945942,-0.092290837,-105.952339
6/20/17,0.461402556,35.40882597,0.654675356,-0.024361272,-95.56706392
6/21/17,0.462361262,35.40882597,0.498929902,-0.004467617,-77.7402702
6/22/17,0.469291632,29.41575699,0.375626616,-0.035438937,-57.89541067
6/23/17,0.451438582,29.41575699,0.405897405,-0.046353453,-46.63522058
6/24/17,0.41131893,29.41575699,0.678428766,-0.106762544,-55.34433145
6/25/17,0.523487832,29.41575699,0.771393751,-0.054675148,-69.92234105
6/26/17,0.487121039,29.41575699,0.805205077,-0.089570054,-78.77235269
6/27/17,0.465108618,29.41575699,0.735179746,-0.069511044,-80.04345047
6/28/17,0.434849909,46.90477044,0.498367128,0.058493384,-69.7326322
6/29/17,0.417956992,46.90477044,0.644185466,0.037866819,-64.60500191
6/30/17,0.392018777,46.90477044,1,-0.000120513,-69.69010274
7/1/17,0.398671421,46.90477044,0.905666793,-0.002471858,-67.45024042
7/2/17,0.489354762,36.36560487,1,-0.074869897,-73.7907887
7/3/17,0.476287603,52.96092874,0.542638507,-0.014913297,-56.94220941
7/4/17,0.476224546,52.96092874,0.416818623,-0.026698711,-39.2625923
7/5/17,0.459383592,52.96092874,0.41956294,-0.047079008,-26.92111999
7/6/17,0.45241335,52.96092874,0.354227123,-0.038147416,-16.98998986
7/7/17,0.616440888,54.09668999,0.629367559,-0.037836012,-25.62421614
7/8/17,0.583773259,54.09668999,0.567585327,-0.003783798,-28.73694626
7/9/17,0.592809398,54.09668999,0.390703678,0.013672473,-25.38797906
7/10/17,0.645015803,45.14515436,1,-0.06026164,-44.07375728
7/11/17,0.64587598,45.14515436,1,-0.099893348,-58.77171515
7/12/17,0.595475456,45.14515436,0.792636321,-0.067447691,-57.59082784
7/13/17,0.544086124,45.14515436,0.902101113,-0.049586659,-57.82718441
7/14/17,0.508949447,45.14515436,0.959699906,-0.065049539,-56.93501997
7/15/17,0.690560248,33.36801747,1,-0.149618133,-88.84626645
7/16/17,0.697245075,17.34675606,1,-0.245980351,-120.0787653
7/17/17,0.639569832,17.34675606,1,-0.264939006,-135.2506513
7/18/17,0.610997945,59.41455005,0.41465277,-0.107264159,-84.44373547
7/19/17,0.576855231,59.41455005,0.493845812,-0.132262956,-54.04251216
7/20/17,0.605490927,59.41455005,0.43345285,-0.090715761,-30.7795304
7/21/17,0.508590739,59.87042053,0,0.071652175,40.02536375
7/22/17,0.461730972,59.87042053,0,0.106997379,99.61092869
7/23/17,0.475286456,59.87042053,0,0.194127991,135.0911988
7/24/17,0.505406725,59.87042053,0.080574021,0.182515944,141.604896
7/25/17,0.5236755,59.87042053,0.289226486,0.073456754,114.3482469
7/26/17,0.5376208,59.87042053,0.285615877,0.088974885,91.87044786
7/27/17,0.560492437,59.87042053,0.194505495,0.132194279,83.57062258
7/28/17,0.595103259,68.60472997,0.047972683,0.350967716,90.87129145
7/29/17,0.651790342,68.60472997,0.044513695,0.441994293,90.6593721
7/30/17,0.715423598,68.60472997,0.08698768,0.436950756,80.18148127
7/31/17,0.612853224,68.60472997,0,0.235465789,83.97056365
8/1/17,0.677290704,68.60472997,0.005869813,0.264104274,80.48410147
8/2/17,0.728004228,68.60472997,0.287410939,0.189132126,51.28323741
8/3/17,0.588288364,41.25531695,0.236758217,0.04172789,41.80855494
8/4/17,0.613499498,41.25531695,0.250239756,-0.006272188,31.74840883
8/5/17,0.329781784,69.16927508,0,0.138950142,76.9444805
8/6/17,0.357463346,69.16927508,0,0.181967322,103.9835737
8/7/17,0.40480723,71.66531788,0.061256074,0.253495748,108.1841153
8/8/17,0.381463388,71.66531788,0,0.348272173,134.5582551
8/9/17,0.387768023,71.66531788,0.123554305,0.268052053,128.8232769
8/10/17,0.415666492,71.66531788,0.153316939,0.200832639,113.5638975
8/11/17,0.402863682,71.66531788,0,0.304404865,132.3500532
8/12/17,0.392111638,71.66531788,0,0.403082836,162.0079743
8/13/17,0.455113777,71.66531788,0,0.349594356,170.4446128
8/14/17,0.400092168,71.66531788,0,0.496032694,215.6446364
8/15/17,0.460949099,81.05736113,0.041503343,0.565553581,219.7057155
8/16/17,0.497265885,81.05736113,0.069003719,0.495989226,200.9574018
8/17/17,0.553723666,81.05736113,0,0.551514594,192.1538342
8/18/17,0.471669588,67.6404448,0.177274109,0.283496719,145.3122424
8/19/17,0.528287162,67.6404448,0.200277663,0.261992647,98.77765988
8/20/17,0.58610533,67.6404448,0.152672112,0.295233329,64.73018599
8/21/17,0.591869801,67.6404448,0.288335224,0.169593342,18.76979787
8/22/17,0.630090389,67.6404448,0.346448683,0.187337668,-25.04190975
8/23/17,0.689174758,67.6404448,0.155573254,0.24988025,-33.74052262
8/24/17,0.650480118,67.6404448,0,0.194854439,-22.87235298
8/25/17,0.594993407,67.6404448,0.017531231,0.124316529,-22.45519796
8/26/17,0.631340774,67.6404448,0,0.127178693,-23.79969873
8/27/17,0.60805545,48.75752557,0.016580523,0.016651054,-30.58428381
8/28/17,0.61875504,48.75752557,0.057352769,0.028935464,-41.50876856
8/29/17,0.417374915,57.56063885,0,0.102396776,-18.08760921
8/30/17,0.465056872,57.56063885,0.020906363,0.061510512,-10.31043327
8/31/17,0.494215637,70.18670802,0.040960635,0.109450791,-12.6551811
9/1/17,0.392306191,74.23960435,0,0.196610727,22.41904747
9/2/17,0.429019784,49.83858548,0.3580409,0.101595409,-5.255375395
9/3/17,0.4620236,49.83858548,0.35244096,0.133997342,-27.84295804
9/4/17,0.485207153,49.83858548,0.613361668,0.089762465,-77.47645965
9/5/17,0.402093398,49.83858548,0.574138991,0.075155425,-92.00419347
9/6/17,0.266295493,49.83858548,0.908184909,0.010299544,-115.2517033
9/7/17,0.305009536,49.83858548,0.443266909,0.074539622,-94.8320453
9/8/17,0.326818819,48.90895248,1,-0.011412219,-126.2071923
9/9/17,0.321083837,48.90895248,0.997487783,-0.009656719,-144.0263742
9/10/17,0.318189406,48.90895248,0.968044689,-0.002096081,-150.0207624
9/11/17,0.372774237,48.90895248,1,-0.078102554,-160.6548067
9/12/17,0.375305477,48.90895248,1,-0.086267442,-169.1423656
9/13/17,0.483658584,48.90895248,1,-0.135569235,-199.4264107
9/14/17,0.635092549,29.58899229,1,-0.324143788,-292.9358375
9/15/17,0.690602109,29.58899229,1,-0.297782117,-351.7800024
9/16/17,0.650038247,46.02783213,0.619534698,-0.179245756,-301.9966549
9/17/17,0.608344633,46.02783213,0.631747818,-0.137666666,-258.1325941
9/18/17,0.575289667,46.02783213,0.678701959,-0.180494688,-226.0670841
9/19/17,0.548207402,46.02783213,0.494528628,-0.100708017,-160.1345669
9/20/17,0.52797128,46.02783213,0.470785298,-0.14546649,-105.5161153
9/21/17,0.633164839,46.02783213,0.391077883,-0.096565601,-75.57448729
9/22/17,0.589978457,46.02783213,0.621856222,-0.156474204,-84.69239963
9/23/17,0.55560415,46.02783213,0.497131272,-0.127846155,-67.09511744
9/24/17,0.561451061,46.02783213,0.456032035,-0.110748599,-51.09198653
9/25/17,0.56752737,46.02783213,0.260685632,-0.060981187,-15.91635472
9/26/17,0.705280163,46.02783213,0.088360906,-0.012865537,4.301073143
9/27/17,0.697747088,68.04452606,0.126865917,0.169106196,14.44863231
9/28/17,0.602808173,68.04452606,0,0.306413959,62.42990967
9/29/17,0.430172463,55.53765659,0.014906261,0.114237871,89.42356531
9/30/17,0.480868849,55.53765659,0.06682011,0.111639731,98.97738158
10/1/17,0.436033619,55.53765659,0,0.185452604,125.6884777
10/2/17,0.48832972,55.53765659,0,0.112458517,139.7314164
10/3/17,0.526238439,55.53765659,0,0.104714488,142.3577486
10/4/17,0.549615954,55.53765659,0.223238523,0.084913775,114.8920461
10/5/17,0.591569724,65.52347438,0.0729849,0.19281071,105.8093444
10/6/17,0.57849476,65.52347438,0.122214773,0.143574563,91.38709633
10/7/17,0.647151488,65.52347438,0.029002081,0.158452059,84.10657971
10/8/17,0.491432522,65.52347438,0,0.167334605,102.99601
10/9/17,0.554502148,65.52347438,0,0.177825564,108.6376157
10/10/17,0.514944617,65.52347438,0,0.232228807,127.544049
10/11/17,0.37830894,57.24006349,0,0.146953433,135.6886329
10/12/17,0.444098832,57.24006349,0,0.149894871,131.9455163
10/13/17,0.278696776,81.45094513,0,0.33608209,214.9633325
10/14/17,0.291662127,81.45094513,0,0.316166786,275.2771873
10/15/17,0.341273234,81.45094513,0,0.328047501,306.2016049
10/16/17,0.400364657,81.45094513,0.071703559,0.299753046,290.6887784
10/17/17,0.454339081,86.59722576,0.138852435,0.326267655,247.1512719
10/18/17,0.485420803,86.59722576,0.153461898,0.289433242,200.3318592
10/19/17,0.551228167,86.59722576,0.065248672,0.32627704,171.5807566
10/20/17,0.556332044,86.59722576,0,0.366361507,170.440455
10/21/17,0.564153334,86.59722576,0,0.300755028,155.0263543
10/22/17,0.634521676,86.59722576,0.002357689,0.299093843,129.8139837
10/23/17,0.65627418,86.59722576,0.091649061,0.228719328,86.23121821
